人名,x坐标,y坐标
方东白,0.027595960008713602,0.037379182586572746
方大洪,0.01649747822727455,-0.02489041582638111
方天劳,-0.0056572279782931365,-0.02341600500028469
方怡,-0.008581386736339295,-0.012401109403236802
方有德,0.004106186135350394,-0.004138046476182954
施令威,-0.033923232087621734,-0.017852304922711705
施戴子,-0.05969715811426932,-0.04510841815146477
施琅,0.01809024292126054,0.032147135168906965
无尘道人,-0.05124612281206268,-0.01603467689800631
无尘道长,-0.028395268196022908,0.013063623036156881
无崖子,-0.016253019241009713,-0.01568936426468852
无常鬼,0.0008983712071360327,0.014300224131933636
无根道人,-0.0356315752633532,0.004091542587734221
无相禅师,0.03255558379363071,-0.049511262510636034
无色,0.05543267009644626,-0.009971714053095493
无青子,-0.03379349161628945,-0.0013914553410247696
昌齐,0.019235523945309176,0.005326551141732475
明月,0.03844851379489862,-0.039606593050849404
明珠,0.029324010431952093,-0.020932828821409667
易三娘,-0.0424073904633813,0.00025464953094946524
易国梓,-0.030732745906278416,0.0015820829375117185
易大彪,0.06267909691715196,-0.02640124524156548
易师爷,0.02339260936041239,-0.04409878563154105
晦聪禅师,-0.0026787112195261974,-0.01838547326164809
晴画,0.008812978601226765,0.041755994470684336
智光大师,0.020322777734002876,0.06831708713215608
曲三,0.009411072513718399,-0.02284835099995783
曲洋,0.0628498381516146,0.010068775621286349
曲非烟,-0.010957827665781305,-0.05951550857884619
曹云奇,0.04516913916600979,-0.01919340750585046
曹化淳,-0.00789277527421305,0.02074542948174948
曹司朋,0.03950252136244816,0.013028129166376455
曹能,0.028249563204378218,0.016037585677509732
曾图南,-0.0008509844967499146,-0.017863758904903514
曾少侠,0.02467054851717792,-0.03323670960235979
曾柔,-0.046640086136917176,0.01520073217733772
曾铁鸥,-0.009182780260993006,-0.05543128003079999
木卓伦,-0.018266559891982514,0.030910674596819974
木婉清,-0.0054892720151644816,0.012036911706716476
木岛主,0.042106756090747766,0.01567047074814896
木文察,0.02154767187179658,0.01365819067993904
木桑道长,-0.02316256852322883,0.014511745758082421
木高峰,-0.04061077517813715,-0.006558572599841248
本参,0.019258931256142746,0.007108242325137199
本因,-0.00048796152820875524,-0.031741452887348455
本相,0.015080412320145214,0.036233848559236
本观,0.03002901327782248,-0.005077452147088873
札木合,-0.002186076933665104,-0.004141112776644426
